BILESEN KODU;BULTEN_ADI;ENDEKS KODU;ENDEKS ADI;ENDEKS INGILIZCE ADI;TARIH(GG/AA/YYYY)
CONSTITUENT CODE;CONSTITUENT NAME;INDEX CODE;INDEX NAME IN TURKISH;INDEX NAME IN ENGLISH;DATE(DD/MM/YYYY)
AKSA.E;AKSA;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
ALTNY.E;ALTINAY SAVUNMA;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
ASELS.E;ASELSAN;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
BIMAS.E;BIM MAGAZALAR;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
BSOKE.E;BATISOKE CIMENTO;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
CANTE.E;CAN2 TERMIK;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
CIMSA.E;CIMSA;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
CWENE.E;CW ENERJI;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
DAPGM.E;DAP GAYRIMENKUL;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
EKGYO.E;EMLAK KONUT GMYO;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
ENJSA.E;ENERJISA ENERJI;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
EREGL.E;EREGLI DEMIR CELIK;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
EUPWR.E;EUROPOWER ENERJI;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
GENIL.E;GEN ILAC;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
GESAN.E;GIRISIM ELEKTRIK SANAYI;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
GLRMK.E;GULERMAK AGIR SANAYI;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
GRSEL.E;GUR-SEL TURIZM TASIMACILIK;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
GUBRF.E;GUBRE FABRIK.;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
KONTR.E;KONTROLMATIK TEKNOLOJI;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
KRDMD.E;KARDEMIR (D);XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
KTLEV.E;KATILIMEVIM TAS. FIN.;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
KUYAS.E;KUYAS YATIRIM;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
MAVI.E;MAVI GIYIM;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
MPARK.E;MLP SAGLIK;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
OBAMS.E;OBA MAKARNACILIK;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
PASEU.E;PASIFIK EURASIA LOJISTIK;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
PETKM.E;PETKIM;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
TUPRS.E;TUPRAS;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
TUREX.E;TUREKS TURIZM TASIMACILIK;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
YEOTK.E;YEO TEKNOLOJI ENERJI;XK030EA;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI;BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN;17/03/2026
ACSEL.E;ACIPAYAM SELULOZ;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
AHSGY.E;AHES GMYO;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
AKFYE.E;AKFEN YEN. ENERJI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
AKHAN.E;AKHAN UN;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
AKSA.E;AKSA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
AKYHO.E;AKDENIZ YATIRIM HOLDING;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ALBRK.E;ALBARAKA TURK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ALCTL.E;ALCATEL LUCENT TELETAS;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ALKA.E;ALKIM KAGIT;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ALKIM.E;ALKIM KIMYA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ALKLC.E;ALTINKILIC GIDA VE SUT;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ALTNY.E;ALTINAY SAVUNMA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ALVES.E;ALVES KABLO;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ANGEN.E;ANATOLIA TANI VE BIYOTEKNOLOJI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ARASE.E;DOGU ARAS ENERJI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ARDYZ.E;ARD BILISIM TEKNOLOJILERI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ARFYE.E;ARF BIO YENILENEBILIR ENERJI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ASELS.E;ASELSAN;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ATAKP.E;ATAKEY PATATES;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ATATP.E;ATP YAZILIM;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
AVPGY.E;AVRUPAKENT GMYO;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
AYEN.E;AYEN ENERJI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BAHKM.E;BAHADIR KIMYA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BAKAB.E;BAK AMBALAJ;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BANVT.E;BANVIT;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BASGZ.E;BASKENT DOGALGAZ GMYO;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BEGYO.E;BATI EGE GMYO;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BERA.E;BERA HOLDING;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BESTE.E;BEST BRANDS ENERJI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BIENY.E;BIEN YAPI URUNLERI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BIMAS.E;BIM MAGAZALAR;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BINBN.E;BIN ULASIM TEKNOLOJILERI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BINHO.E;1000 YATIRIMLAR HOL.;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BMSTL.E;BMS BIRLESIK METAL;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BNTAS.E;BANTAS AMBALAJ;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BORSK.E;BOR SEKER;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BOSSA.E;BOSSA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BRISA.E;BRISA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BRKSN.E;BERKOSAN YALITIM;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BRLSM.E;BIRLESIM MUHENDISLIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BSOKE.E;BATISOKE CIMENTO;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BURCE.E;BURCELIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
BURVA.E;BURCELIK VANA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
CANTE.E;CAN2 TERMIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
CATES.E;CATES ELEKTRIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
CELHA.E;CELIK HALAT;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
CEMTS.E;CEMTAS;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
CEMZY.E;CEM ZEYTIN;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
CIMSA.E;CIMSA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
CMBTN.E;CIMBETON;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
COSMO.E;COSMOS YAT. HOLDING;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
CVKMD.E;CVK MADEN;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
CWENE.E;CW ENERJI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
DAPGM.E;DAP GAYRIMENKUL;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
DARDL.E;DARDANEL;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
DCTTR.E;DCT TRADING DIS TICARET;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
DENGE.E;DENGE HOLDING;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
DESPC.E;DESPEC BILGISAYAR;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
DGATE.E;DATAGATE BILGISAYAR;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
DGNMO.E;DOGANLAR MOBILYA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
DMSAS.E;DEMISAS DOKUM;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
DOFER.E;DOFER YAPI MALZEMELERI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
DOFRB.E;DOF ROBOTIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
DOGUB.E;DOGUSAN;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
DYOBY.E;DYO BOYA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EBEBK.E;EBEBEK MAGAZACILIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EDATA.E;E-DATA TEKNOLOJI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EDIP.E;EDIP GAYRIMENKUL;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EFOR.E;EFOR YATIRIM;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EGEPO.E;NASMED EGEPOL;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EGGUB.E;EGE GUBRE;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EGPRO.E;EGE PROFIL;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EKGYO.E;EMLAK KONUT GMYO;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EKSUN.E;EKSUN GIDA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ELITE.E;ELITE NATUREL ORGANIK GIDA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EMPAE.E;EMPA ELEKTRONIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ENJSA.E;ENERJISA ENERJI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EREGL.E;EREGLI DEMIR CELIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ESCOM.E;ESCORT TEKNOLOJI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EUPWR.E;EUROPOWER ENERJI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
EYGYO.E;EYG GMYO;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
FADE.E;FADE GIDA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
FONET.E;FONET BILGI TEKNOLOJILERI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
FORMT.E;FORMET METAL VE CAM;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
FORTE.E;FORTE BILGI ILETISIM;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
FRMPL.E;FORMUL PLASTIK VE METAL;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
FZLGY.E;FUZUL GMYO;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GEDZA.E;GEDIZ AMBALAJ;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GENIL.E;GEN ILAC;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GENKM.E;GENTAS KIMYA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GENTS.E;GENTAS;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GEREL.E;GERSAN ELEKTRIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GESAN.E;GIRISIM ELEKTRIK SANAYI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GLRMK.E;GULERMAK AGIR SANAYI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GOKNR.E;GOKNUR GIDA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GOLTS.E;GOLTAS CIMENTO;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GOODY.E;GOOD-YEAR;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GRSEL.E;GUR-SEL TURIZM TASIMACILIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GRTHO.E;GRAINTURK HOLDING;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GUBRF.E;GUBRE FABRIK.;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
GUNDG.E;GUNDOGDU GIDA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
HATSN.E;HATSAN GEMI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
HKTM.E;HIDROPAR HAREKET KONTROL;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
HOROZ.E;HOROZ LOJISTIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
HRKET.E;HAREKET PROJE TASIMACILIGI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
IDGYO.E;IDEALIST GMYO;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
IHEVA.E;IHLAS EV ALETLERI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
IHLAS.E;IHLAS HOLDING;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
IHLGM.E;IHLAS GAYRIMENKUL;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
IHYAY.E;IHLAS YAYIN HOLDING;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
IMASM.E;IMAS MAKINA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
INTEM.E;INTEMA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ISDMR.E;ISKENDERUN DEMIR CELIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
ISSEN.E;ISBIR SENTETIK DOKUMA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
IZFAS.E;IZMIR FIRCA;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
IZINV.E;IZ YATIRIM HOLDING;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
JANTS.E;JANTSA JANT SANAYI;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
KARSN.E;KARSAN OTOMOTIV;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
KATMR.E;KATMERCILER EKIPMAN;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
KBORU.E;KUZEY BORU;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
KCAER.E;KOCAER CELIK;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
KIMMR.E;KIM MARKET-ERSAN ALISVERIS;XKTUM;BIST KATILIM TUM;BIST PARTICIPATION ALL SHARES;17/03/2026
